year	pct	ser_num	datestop	timestop	city	sex	race	dob	age	height	weight	haircolr	eyecolor	build	othfeatr	frisked	searched	contrabn	pistol	riflshot	asltweap	knifcuti	machgun	othrweap	arstmade	arstoffn	sumissue	sumoffen	crimsusp	detailcm	perobs	perstop	pf_hands	pf_wall	pf_grnd	pf_drwep	pf_ptwep	pf_baton	pf_hcuff	pf_pepsp	pf_other	cs_objcs	cs_descr	cs_casng	cs_lkout	cs_cloth	cs_drgtr	cs_furtv	cs_vcrim	cs_bulge	cs_other	rf_vcrim	rf_othsw	rf_attir	rf_vcact	rf_rfcmp	rf_verbl	rf_knowl	rf_furt	rf_bulg	sb_hdobj	sb_outln	sb_admis	sb_other	ac_proxm	ac_evasv	ac_assoc	ac_cgdir	ac_incid	ac_time	ac_stsnd	ac_rept	ac_inves	ac_other	forceuse	inout	trhsloc	premname	addrnum	stname	stinter	crossst	addrpct	sector	beat	post	xcoord	ycoord	typeofid	othpers	explnstp	repcmd	revcmd	offunif	offverb	officrid	offshld	radio	recstat	linecm	#
2014	121	878	6112014	215	5	1	1	12311900	25	68	150	1	2	3		1	0	0	0	0	0	0	0	0	0		0		FELONY	85	2	15	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0		0	0	RESIDENTIAL			NORTHFIELD AVENUE	ARLINGTON PLACE	121	1			937552	170993	2	1	1	121	121	0	1	0	1	0	0	1	#
2014	71	470	9122014	30	2	1	1	12311900	40	70	220	1	2	3		1	0	0							0		0		FEL	20	5	10											1	1								1																								0	0				EASTERN PARKWAY	BEDFORD AVENUE	71	2	2		996658	183424	1	0	1	186	186	0	0	0	1	0	1	1	#
2014	105	370	2282014	45	4	1	1	12311900	24	67	175	2	2	3		0	0	0	0	0	0	0	0	0	0		0		MISD	27	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0		0	0	STREET			JAMAICA AVENUE	217 STREET	105	11	25		1056903	200871	1	0	1	105	105	1	0	0	0	0	1	1	#
2014	66	226	3022014	57	2	1	4	12311900	27	75	175	2	2	4		1	0	0	0	0	0	0	0	0	0		0		FEL	14	1	13	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0		0	0	STREET			AVENUE O	MC DONALD AVENUE	66	1			991612	162016	1	1	1	66	66	0	0	0	1	1	0	1	#
2014	107	832	7212014	1825	4	1	1	12311900	19	69	160	1	2	3		0	0	0							0		0		ROBBERY	85	1	5											1																						1				1	1						0	0	STREET			159 STREET	PARSONS BOULEVARD	107	3			1038150	198095	2	0	1	107	107	1	0	0	0	0	0	1	#
2014	14	89	2222014	1500	1	1	1	12311900	51	71	175	1	2	3		0	0	0	0	0	0	0	0	0	0		0		GRAND LARCENY	45	95	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		1	2	MEZZANINE (POST 0413)			LEXINGTON AVENUE	EAST 42 STREET	14	2	10		990886	213048	1	0	1	863	863	0	1	1	1	0	1	1	#
2014	77	80	2092014	1115	2	1	1	12311900	38	68	160	1	2	3		1	0	0	0	0	0	0	0	0	0		0		MIS	31	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		1	0	RESIDENTIAL	801	PROSPECT PLACE	NEW YORK AVENUE	NOSTRAND AVENUE	77	5	10		998239	184944	2	0	1	165	77	1	0	0	0	1	1	1	#
2014	67	701	6112014	1130	2	1	1	12311900	45	72	220	1	2	3		1	0	0	0	0	0	0	0	0	0		0		FEL	20	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0		0	0	STREET	585	EAST 91 STREET	AVENUE A	CHURCH AVENUE	67	16			1006958	176967	1	0	1	67	67	1	0	0	0	0	1	1	#
2014	32	433	11072014	1139	1	1	1	12311900		75	230	2	2	3		1	0	0	0	0	0	0	0	0	0		0		FELONY	20	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	PUBLIC SIDEWALK			8 AVENUE	WEST 152 STREET	32	14	14		1001217	240673	1	1	1	32	32	1	0	0	0	1	1	1	#
2014	113	357	5092014	1430	4	1	1	12311900	27	72	180	2	2	3		1	0	0	0	0	0	0	0	0	0		0		FEL	46	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0		0	0				115 AVENUE	155 STREET	113	13			1042202	189122	2	0	1	185	185	0	1	0	1	0	0	1	#
